Antibiotic,vtm_nm,vtm_id,vmp_nm,vmp_id,vmp_atc_route,atc_route,aware_2019,aware_2024
Co-amoxiclav,Co-amoxiclav,774587000,Co-amoxiclav 500mg/100mg/50ml infusion bags,22514411000001103,P,,Watch,Watch
Co-amoxiclav,Co-amoxiclav,774587000,Co-amoxiclav 1000mg/200mg/50ml infusion bags,22515011000001106,P,,Watch,Watch
Co-amoxiclav,Co-amoxiclav,774587000,Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free,37083711000001108,O,,Watch,Watch
Co-amoxiclav,Co-amoxiclav,774587000,Co-amoxiclav 250mg/125mg dispersible tablets sugar free,39021311000001109,O,,Watch,Watch
Co-amoxiclav,Co-amoxiclav,774587000,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free,37083611000001104,O,,Watch,Watch
Co-amoxiclav,Co-amoxiclav,774587000,Co-amoxiclav 250mg/125mg tablets,39732111000001101,O,,Watch,Watch
Co-amoxiclav,Co-amoxiclav,774587000,Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free,36565811000001104,O,,Watch,Watch
Co-amoxiclav,Co-amoxiclav,774587000,Co-amoxiclav 500mg/125mg tablets,39732211000001107,O,,Watch,Watch
Co-amoxiclav,Co-amoxiclav,774587000,Co-amoxiclav 500mg/100mg powder for solution for injection vials,41947111000001102,P,,Watch,Watch
Co-amoxiclav,Co-amoxiclav,774587000,Co-amoxiclav 1000mg/200mg powder for solution for injection vials,41947011000001103,P,,Watch,Watch
Co-amoxiclav,Co-amoxiclav,774587000,Co-amoxiclav 125mg/31mg/5ml oral suspension,7322211000001104,O,,Watch,Watch
Co-amoxiclav,Co-amoxiclav,774587000,Co-amoxiclav 250mg/62mg/5ml oral suspension,7322311000001107,O,,Watch,Watch
Co-amoxiclav,Co-amoxiclav,774587000,Co-amoxiclav 875mg/125mg tablets,39732511000001105,O,,Watch,Watch
Co-amoxiclav,Co-amoxiclav,774587000,Co-amoxiclav 400mg/57mg/5ml oral suspension,43801211000001105,O,,Watch,Watch
Co-trimoxazole,Co-trimoxazole,18037511000001105,Co-trimoxazole 80mg/400mg tablets,41947411000001107,O,,Access,Access
Co-trimoxazole,Co-trimoxazole,18037511000001105,Co-trimoxazole 80mg/400mg/5ml oral suspension,41947511000001106,O,,Access,Access
Co-trimoxazole,Co-trimoxazole,18037511000001105,Co-trimoxazole 160mg/800mg tablets,41947311000001100,O,,Access,Access
Co-trimoxazole,Co-trimoxazole,18037511000001105,Co-trimoxazole 80mg/400mg/5ml solution for infusion ampoules,3653911000001100,P,,Access,Access
Co-trimoxazole,Co-trimoxazole,18037511000001105,Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free,35313211000001104,O,,Access,Access
Co-trimoxazole,Co-trimoxazole,18037511000001105,Co-trimoxazole 160mg/800mg/10ml solution for infusion ampoules,36091911000001107,P,,Access,Access
Colistin,Colistin,775373006,Colistimethate 1million unit powder for solution for injection vials,41760311000001104,P,P,Reserve,Reserve
Colistin,Colistin,775373006,"Colistimethate 500,000unit powder for solution for injection vials",41760411000001106,P,P,Reserve,Reserve
Colistin,Colistin,775373006,Colistimethate 2million unit powder for solution for injection vials,4638311000001106,P,P,Reserve,Reserve
Colistin,Colistin,775373006,"Colistin 2,500,000units/5ml oral solution",35030211000001102,O,O,Reserve,Reserve
Colistin,Colistin,775373006,"Colistin 15,000,000units/5ml oral solution",30956811000001100,O,O,Reserve,Reserve
Colistin,Colistin,775373006,"Colistin 5,000,000units/5ml oral solution",24665911000001106,O,O,Reserve,Reserve
Colistin,Colistin,775373006,"Colistin 10,000,000units/5ml oral solution",24666511000001106,O,O,Reserve,Reserve
Colistin,Colistin,775373006,Colistin 1.5million unit tablets,39707811000001100,O,O,Reserve,Reserve
Colistin,Colistin,775373006,"Colistin 250,000units/5ml oral solution",36091411000001104,O,O,Reserve,Reserve
Colistin,Colistin,775373006,Colistin 19.5million unit powder vials,4615111000001106,O,O,Reserve,Reserve
Dalbavancin,Dalbavancin,775437000,Dalbavancin 500mg powder for solution for infusion vials,34377311000001104,P,,Reserve,Reserve
Daptomycin,Daptomycin,775451000,Daptomycin 350mg powder for solution for infusion vials,10140911000001105,P,,Reserve,Reserve
Daptomycin,Daptomycin,775451000,Daptomycin 500mg powder for solution for infusion vials,10961311000001108,P,,Reserve,Reserve
Delafloxacin,Delafloxacin,775469009,Delafloxacin 300mg powder for solution for infusion vials,38726911000001104,P,,Watch,Watch
Delafloxacin,Delafloxacin,775469009,Delafloxacin 450mg tablets,38727011000001100,O,,Watch,Watch
Demeclocycline,Demeclocycline,775476004,Demeclocycline 150mg capsules,41948011000001102,O,,Watch,Other
Demeclocycline,Demeclocycline,775476004,Demeclocycline 150mg/5ml oral suspension,11713411000001102,O,,Watch,Other
Demeclocycline,Demeclocycline,775476004,Demeclocycline 150mg/5ml oral solution,11713311000001109,O,,Watch,Other
Demeclocycline,Demeclocycline,775476004,Demeclocycline 300mg/5ml oral suspension,11713611000001104,O,,Watch,Other
Demeclocycline,Demeclocycline,775476004,Demeclocycline 300mg/5ml oral solution,11713511000001103,O,,Watch,Other
Demeclocycline,Demeclocycline,775476004,Demeclocycline 75mg/5ml oral suspension,11713811000001100,O,,Watch,Other
Demeclocycline,Demeclocycline,775476004,Demeclocycline 75mg/5ml oral solution,11713711000001108,O,,Watch,Other
Demeclocycline,Demeclocycline,775476004,Demeclocycline 150mg tablets,41948111000001101,O,,Watch,Other
Demeclocycline,Demeclocycline,775476004,Demeclocycline 300mg capsules,32785511000001100,O,,Watch,Other
Doripenem,Doripenem,775689001,Doripenem 500mg powder for solution for infusion vials,41948211000001107,P,,Reserve,Reserve
Doxycycline,Betamethasone + Doxycycline + Nystatin,40588811000001101,Betamethasone 0.05% / Doxycycline 10% / Nystatin 2% powder for mouthwash sachets sugar free,40591211000001107,,,Access,Access
Doxycycline,Doxycycline,775698003,Doxycycline 36.4mg/260mg periodontal gel cartridge,28045911000001108,,,Access,Access
Doxycycline,Doxycycline,775698003,Doxycycline 100mg/5ml solution for injection ampoules,10455111000001100,P,,Access,Access
Doxycycline,Doxycycline,775698003,Doxycycline 20mg tablets,41948511000001105,O,,Access,Access
Doxycycline,Doxycycline,775698003,Doxycycline 100mg dispersible tablets sugar free,39710311000001106,O,,Access,Access
Doxycycline,Doxycycline,775698003,Doxycycline 50mg capsules,41948611000001109,O,,Access,Access
Doxycycline,Doxycycline,775698003,Doxycycline 100mg capsules,41948311000001104,O,,Access,Access
Doxycycline,Doxycycline,775698003,Doxycycline 50mg/5ml oral solution,8485211000001101,O,,Access,Access
Doxycycline,Doxycycline,775698003,Doxycycline 50mg/5ml oral suspension,8485311000001109,O,,Access,Access
Doxycycline,Doxycycline,775698003,Doxycycline 40mg modified-release capsules,36564611000001104,O,,Access,Access
Doxycycline,Doxycycline,775698003,Doxycycline 100mg/5ml oral suspension,32876211000001101,O,,Access,Access
Doxycycline,Doxycycline,775698003,Doxycycline 100mg tablets,41948411000001106,O,,Access,Access
Eravacycline,Eravacycline,775807004,Eravacycline 100mg powder for solution for infusion vials,40686511000001105,P,,Reserve,Reserve
Ertapenem,Ertapenem,775820001,Ertapenem 1g powder for solution for infusion vials,4792411000001101,P,,Reserve,Reserve
Erythromycin,Erythromycin ethyl succinate,36408511000001102,Erythromycin ethyl succinate 250mg/5ml oral suspension,41949011000001107,O,,Watch,Watch
Erythromycin,Erythromycin ethyl succinate,36408511000001102,Erythromycin ethyl succinate 125mg/5ml oral suspension,41948911000001103,O,,Watch,Watch
Erythromycin,Erythromycin ethyl succinate,36408511000001102,Erythromycin ethyl succinate 500mg/5ml oral suspension,41949211000001102,O,,Watch,Watch
Erythromycin,Erythromycin ethyl succinate,36408511000001102,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free,39107211000001106,O,,Watch,Watch
Erythromycin,Erythromycin ethyl succinate,36408511000001102,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free,39107311000001103,O,,Watch,Watch
Erythromycin,Erythromycin ethyl succinate,36408511000001102,Erythromycin ethyl succinate 500mg tablets,41949111000001108,O,,Watch,Watch
Erythromycin,Erythromycin ethyl succinate,36408511000001102,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free,36564711000001108,O,,Watch,Watch
Erythromycin,Erythromycin + Zinc acetate,775827003,Erythromycin 40mg/ml / Zinc acetate 12mg/ml lotion,41739611000001109,,,Watch,Watch
Erythromycin,Erythromycin stearate,36408611000001103,Erythromycin stearate 500mg tablets,41949411000001103,O,,Watch,Watch
Erythromycin,Erythromycin stearate,36408611000001103,Erythromycin stearate 250mg tablets,41949311000001105,O,,Watch,Watch
Erythromycin,Benzoyl peroxide + Erythromycin,774813002,Benzoyl peroxide 5% / Erythromycin 3% gel,35910511000001102,,,Watch,Watch
Erythromycin,Erythromycin lactobionate,36409511000001108,Erythromycin 1g powder for solution for infusion vials,41948711000001100,P,,Watch,Watch
Erythromycin,Tretinoin + Erythromycin,775825006,Tretinoin 0.025% / Erythromycin 4% solution,41748711000001108,,,Watch,Watch
Erythromycin,Isotretinoin + Erythromycin,775823004,Isotretinoin 0.05% / Erythromycin 2% gel,41740911000001108,,,Watch,Watch
Erythromycin,Erythromycin,775822009,Erythromycin 250mg gastro-resistant tablets,41948811000001108,O,,Watch,Watch
Erythromycin,Erythromycin,775822009,Erythromycin 250mg gastro-resistant capsules,36064711000001106,O,,Watch,Watch
Erythromycin,Erythromycin,775822009,Erythromycin 2% solution,41739411000001106,,,Watch,Watch
Erythromycin,Erythromycin,775822009,Erythromycin 4% gel,41739511000001105,,,Watch,Watch
Erythromycin,Erythromycin,775822009,Erythromycin 2% gel,41739311000001104,,,Watch,Watch
Erythromycin,Erythromycin,775822009,Erythromycin 0.5% eye ointment,10636911000001105,,,Watch,Watch
Fidaxomicin,Fidaxomicin,775961002,Fidaxomicin 200mg tablets,41949811000001101,O,,Watch,Watch
Fidaxomicin,Fidaxomicin,775961002,Fidaxomicin 40mg/ml oral suspension sugar free,40558211000001107,O,,Watch,Watch
Flucloxacillin,Flucloxacillin,775979003,Flucloxacillin 2g/100ml infusion bags,35166211000001101,P,,Access,Access
Flucloxacillin,Flucloxacillin,775979003,Flucloxacillin sodium 125mg/5ml oral suspension,22751511000001108,O,,Access,Access
Flucloxacillin,Flucloxacillin,775979003,Flucloxacillin 1g/50ml infusion bags,22488711000001108,P,,Access,Access
Flucloxacillin,Flucloxacillin,775979003,Flucloxacillin 500mg/50ml infusion bags,22489111000001100,P,,Access,Access
Flucloxacillin,Flucloxacillin,775979003,Flucloxacillin 125mg/5ml oral solution,41949911000001106,O,,Access,Access
Flucloxacillin,Flucloxacillin,775979003,Flucloxacillin 125mg/5ml oral suspension,41950011000001102,O,,Access,Access
Flucloxacillin,Flucloxacillin,775979003,Flucloxacillin 250mg/5ml oral suspension,41950411000001106,O,,Access,Access
Flucloxacillin,Flucloxacillin,775979003,Flucloxacillin 250mg capsules,39692111000001101,O,,Access,Access
Flucloxacillin,Flucloxacillin,775979003,Flucloxacillin 500mg capsules,39692211000001107,O,,Access,Access
Flucloxacillin,Flucloxacillin,775979003,Flucloxacillin 1g powder for solution for injection vials,41950111000001101,P,,Access,Access
Flucloxacillin,Flucloxacillin,775979003,Flucloxacillin 1g powder for solution for injection vials,41950111000001101,Inhal.solution,,Access,Access
Flucloxacillin,Flucloxacillin,775979003,Flucloxacillin 1g powder for solution for injection vials,41950111000001101,,,Access,Access
Flucloxacillin,Flucloxacillin,775979003,Flucloxacillin 250mg powder for solution for injection vials,41950211000001107,P,,Access,Access
Flucloxacillin,Flucloxacillin,775979003,Flucloxacillin 250mg powder for solution for injection vials,41950211000001107,Inhal.solution,,Access,Access
Flucloxacillin,Flucloxacillin,775979003,Flucloxacillin 250mg powder for solution for injection vials,41950211000001107,,,Access,Access
Flucloxacillin,Flucloxacillin,775979003,Flucloxacillin 500mg powder for solution for injection vials,41950511000001105,P,,Access,Access
Flucloxacillin,Flucloxacillin,775979003,Flucloxacillin 500mg powder for solution for injection vials,41950511000001105,Inhal.solution,,Access,Access
Flucloxacillin,Flucloxacillin,775979003,Flucloxacillin 500mg powder for solution for injection vials,41950511000001105,,,Access,Access
Flucloxacillin,Flucloxacillin,775979003,Flucloxacillin 250mg/5ml oral solution,41950311000001104,O,,Access,Access
Flucloxacillin,Flucloxacillin,775979003,Flucloxacillin 250mg/5ml oral solution sugar free,16089711000001107,O,,Access,Access
Flucloxacillin,Flucloxacillin,775979003,Flucloxacillin 125mg/5ml oral solution sugar free,16089611000001103,O,,Access,Access
Flucloxacillin,Flucloxacillin,775979003,Flucloxacillin 2g powder for solution for injection vials,34769611000001109,P,,Access,Access
Fosfomycin,Fosfomycin,776041001,Fosfomycin 5g powder for solution for infusion vials,36809911000001109,P,P,Reserve,Reserve
Fosfomycin,Fosfomycin,776041001,Fosfomycin 2g powder for solution for infusion vials,24997511000001106,P,P,Reserve,Reserve
Fosfomycin,Fosfomycin,776041001,Fosfomycin 1g powder and solvent for solution for infusion vials,22491111000001100,P,P,Reserve,Reserve
Fosfomycin,Fosfomycin,776041001,Fosfomycin 4g powder for solution for infusion vials,22491511000001109,P,P,Reserve,Reserve
Fosfomycin,Fosfomycin,776041001,Fosfomycin 250mg/5ml oral suspension,25194411000001109,O,O,Access,Access
Fosfomycin,Fosfomycin,776041001,Fosfomycin 3g granules for oral solution sachets,18162111000001102,O,O,Access,Access
Fosfomycin,Fosfomycin,776041001,Fosfomycin 500mg capsules,21258811000001107,O,O,Access,Access
Fusidic acid,Betamethasone + Fusidic acid,774843000,Betamethasone valerate 0.1% / Fusidic acid 2% cream,41892811000001109,,,Access,Watch
Fusidic acid,Hydrocortisone + Fusidic acid,776059003,Hydrocortisone acetate 1% / Fusidic acid 2% cream,41900911000001106,,,Access,Watch
Fusidic acid,Fusidic acid,776058006,Fusidic acid 1% modified-release eye drops,39020911000001103,,,Access,Watch
Fusidic acid,Fusidic acid,776058006,Fusidic acid 2% cream,41898711000001103,,,Access,Watch
Fusidic acid,Fusidic acid,776058006,Fusidic acid 2% gel,41740011000001109,,,Access,Watch
Fusidic acid,Fusidic acid,776058006,Fusidic acid 250mg/5ml oral suspension,41950611000001109,O,,Access,Watch
Gentamicin,Gentamicin,776094005,Gentamicin 240mg/6ml solution for injection pre-filled syringes,44028111000001104,P,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 240mg/80ml infusion polyethylene bottles,39405311000001105,P,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 360mg/120ml infusion polyethylene bottles,39405411000001103,P,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 80mg/80ml infusion polyethylene bottles,39405511000001104,P,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 160mg/100ml infusion bags,38521211000001101,P,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 240mg/106ml infusion bags,38521311000001109,P,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 300mg/107.5ml infusion bags,38521411000001102,P,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 360mg/109ml infusion bags,38521511000001103,P,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 440mg/111ml infusion bags,38521611000001104,P,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 0.3% eye ointment,11378211000001104,,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 75mg implant,8748511000001108,,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 225mg implant,8750011000001100,,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 28mg implant,8751411000001100,,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 80mg/50ml infusion bags,7651311000001107,P,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 240mg/100ml infusion bags,7652011000001101,P,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 360mg/100ml infusion bags,7652511000001109,P,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 0.3% ear/eye drops,42190211000001102,,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 80mg/2ml solution for injection ampoules,36051011000001102,P,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 0.3% eye drops 0.5ml unit dose preservative free,36062811000001109,,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 20mg/2ml solution for injection vials,36063011000001107,P,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 80mg/2ml solution for injection vials,36051111000001101,P,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 40mg/1ml solution for injection ampoules,36050911000001105,P,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 5mg/1ml solution for injection ampoules,4615711000001107,,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 50mg/5ml oral solution,8523611000001103,O,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 62.5mg/5ml oral solution,12089911000001108,O,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 75mg/5ml oral solution,12090011000001100,O,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 1.5% eye drops,42190311000001105,,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 1.5% eye drops preservative free,36062911000001104,,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 1.9% eye drops preservative free,16174211000001104,,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 0.1% cream,18496211000001105,,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 30mg/5ml oral suspension,27800411000001108,O,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 35mg/5ml oral suspension,29827911000001102,O,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 20mg/2ml solution for injection ampoules,29903511000001102,P,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 80mg/80ml infusion bags,29951311000001103,P,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 240mg/80ml infusion bags,29951111000001100,P,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 360mg/120ml infusion bags,29951211000001106,P,,Access,Access
Gentamicin,Gentamicin,776094005,Gentamicin 45mg/5ml oral solution,32749211000001108,O,,Access,Access
Gentamicin,Gentamicin + Hydrocortisone,776095006,Gentamicin 0.3% / Hydrocortisone acetate 1% ear drops,42190111000001108,,,Access,Access
Imipenem + Cilastatin,Imipenem + Cilastatin,775245007,Imipenem 500mg / Cilastatin 500mg powder for solution for infusion vials,4396211000001103,P,,Reserve,Reserve
Imipenem + Cilastatin,Imipenem + Cilastatin,775245007,Imipenem 500mg / Cilastatin 500mg powder for suspension for injection vials,41950811000001108,P,,Reserve,Reserve
Levofloxacin,Levofloxacin,776517005,Levofloxacin 125mg/5ml oral solution,43186411000001109,O,,Watch,Watch
Levofloxacin,Levofloxacin,776517005,Levofloxacin 50mg/5ml oral suspension,43186511000001108,O,,Watch,Watch
Levofloxacin,Levofloxacin,776517005,Levofloxacin 250mg tablets,39697411000001109,O,,Watch,Watch
Levofloxacin,Levofloxacin,776517005,Levofloxacin 500mg tablets,41951211000001101,O,,Watch,Watch
Levofloxacin,Levofloxacin,776517005,Levofloxacin 500mg/100ml solution for infusion vials,36038911000001106,P,,Watch,Watch
Levofloxacin,Levofloxacin,776517005,Levofloxacin 5mg/ml eye drops,10228011000001109,,,Watch,Watch
Levofloxacin,Levofloxacin,776517005,Levofloxacin 5mg/ml eye drops 0.5ml unit dose preservative free,14253011000001103,,,Watch,Watch
Levofloxacin,Levofloxacin,776517005,Levofloxacin 500mg/100ml infusion bags,19448711000001105,P,,Watch,Watch
Levofloxacin,Levofloxacin,776517005,Levofloxacin 500mg/100ml solution for infusion bottles,23108311000001101,P,,Watch,Watch
Levofloxacin,Levofloxacin,776517005,Levofloxacin 100mg/ml nebuliser liquid ampoules,32522511000001104,Inhal.solution,,Watch,Watch
Levofloxacin,Levofloxacin,776517005,Levofloxacin 5mg/ml eye drops 0.3ml unit dose preservative free,33550711000001102,,,Watch,Watch
Levofloxacin,Levofloxacin,776517005,Levofloxacin 5mg/ml eye drops preservative free,39097511000001103,,,Watch,Watch
Levofloxacin,Dexamethasone + Levofloxacin,1286887000,Dexamethasone 1mg/ml / Levofloxacin 5mg/ml eye drops,40712411000001101,,,Watch,Watch
Linezolid,Linezolid,776544000,Linezolid 600mg tablets,41951311000001109,O,,Reserve,Reserve
Linezolid,Linezolid,776544000,Linezolid 600mg/300ml infusion bags,36040111000001105,P,,Reserve,Reserve
Linezolid,Linezolid,776544000,Linezolid 100mg/5ml oral suspension,39718111000001106,O,,Reserve,Reserve
Linezolid,Linezolid,776544000,Linezolid 600mg/300ml solution for infusion bottles,36441911000001108,P,,Reserve,Reserve
Lymecycline,Lymecycline,776593005,Lymecycline 408mg capsules,41951411000001102,O,,Watch,Watch
Meropenem,Meropenem,776694006,Meropenem 500mg powder and 50ml solvent infusion bags,44947711000001105,P,,Reserve,Reserve
Meropenem,Meropenem,776694006,Meropenem 1g powder and 50ml solvent infusion bags,44947611000001101,P,,Reserve,Reserve
Meropenem,Meropenem,776694006,Meropenem 1g powder for solution for injection vials,41951511000001103,P,,Reserve,Reserve
Meropenem,Meropenem,776694006,Meropenem 500mg powder for solution for injection vials,41951611000001104,P,,Reserve,Reserve
Meropenem,Meropenem,776694006,Meropenem 2g powder for solution for injection vials,42337111000001109,P,,Reserve,Reserve
Meropenem + Vaborbactam,Meropenem + Vaborbactam,776695007,Meropenem 1g / Vaborbactam 1g powder for solution for infusion vials,37914011000001102,P,,Reserve,Reserve
Methenamine,Methenamine,776725009,Methenamine hippurate 1g tablets,41951711000001108,O,,Other,Other
Metronidazole,Metronidazole,776774005,Metronidazole 200mg tablets,41951911000001105,O,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 400mg tablets,41952111000001102,O,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 500mg tablets,41952311000001100,O,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 200mg/5ml oral suspension,41952011000001103,O,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 0.8% gel,41742811000001102,,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 0.75% cream,41902911000001105,,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 0.75% gel,41742611000001101,,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 500mg/100ml infusion 100ml bags,36035611000001106,P,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 1g suppositories,41951811000001100,R,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 500mg suppositories,41952211000001108,R,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 1% cream,41903011000001102,,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 100mg/20ml solution for infusion ampoules,34194011000001108,P,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 25% oromucosal gel sugar free,41742911000001107,,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 2% cream,8797011000001108,,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 100mg/5ml oral suspension,13007911000001108,O,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 100mg/5ml oral solution,13007811000001103,O,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 200mg/5ml oral solution,13008011000001105,O,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 50mg/5ml oral suspension,13008211000001100,O,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 50mg/5ml oral solution,13008111000001106,O,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 0.85% gel,18684411000001104,,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 0.75% vaginal gel,41742711000001105,V,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 500mg/5ml oral suspension,32655011000001106,O,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 10% ointment,34378211000001106,,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 200mg suppositories,34607211000001108,R,,Access,Access
Metronidazole,Metronidazole,776774005,Metronidazole 500mg/100ml solution for infusion bottles,34617211000001105,P,,Access,Access
Minocycline,Minocycline,776800005,Minocycline 100mg tablets,39700911000001109,O,O,Watch,Watch
Minocycline,Minocycline,776800005,Minocycline 50mg tablets,39700711000001107,O,O,Watch,Watch
Minocycline,Minocycline,776800005,Minocycline 100mg modified-release capsules,36565111000001106,O,O,Watch,Watch
Minocycline,Minocycline,776800005,Minocycline 50mg capsules,39700611000001103,O,O,Watch,Watch
Minocycline,Minocycline,776800005,Minocycline 100mg capsules,39700811000001104,O,O,Watch,Watch
Minocycline,Minocycline,776800005,Minocycline 50mg/5ml oral suspension,13010811000001100,O,O,Watch,Watch
Minocycline,Minocycline,776800005,Minocycline 50mg/5ml oral solution,13010711000001108,O,O,Watch,Watch
Moxifloxacin,Moxifloxacin,776831003,Moxifloxacin 0.5mg/0.5ml solution for injection pre-filled syringes,33158911000001106,,,Watch,Watch
Moxifloxacin,Moxifloxacin,776831003,Moxifloxacin 0.3mg/0.3ml solution for injection pre-filled syringes,23349111000001109,,,Watch,Watch
Moxifloxacin,Moxifloxacin,776831003,Moxifloxacin 400mg tablets,41952411000001107,O,,Watch,Watch
Moxifloxacin,Moxifloxacin,776831003,Moxifloxacin 400mg/250ml infusion bags,36028511000001101,P,,Watch,Watch
Moxifloxacin,Moxifloxacin,776831003,Moxifloxacin 400mg/250ml solution for infusion bottles,16756911000001108,P,,Watch,Watch
Moxifloxacin,Moxifloxacin,776831003,Moxifloxacin 0.5% eye drops,18482711000001103,,,Watch,Watch
Moxifloxacin,Moxifloxacin,776831003,Moxifloxacin 400mg/5ml oral solution,36003311000001109,O,,Watch,Watch
Nalidixic Acid,,,,,,,Other,Other
Neomycin,Fluocinolone acetonide + Neomycin,22636911000001100,Fluocinolone acetonide 0.025% / Neomycin 0.5% ointment,41897611000001108,,,Watch,Watch
Neomycin,Fluocinolone acetonide + Neomycin,22636911000001100,Fluocinolone acetonide 0.025% / Neomycin 0.5% cream,41897511000001109,,,Watch,Watch
Neomycin,Neomycin + Triamcinolone,776890000,Neomycin 0.35% / Triamcinolone 0.1% ear drops,42193011000001102,,,Watch,Watch
Neomycin,Neomycin + Gramicidin,776145007,Neomycin 0.25% / Gramicidin 0.025% ointment,3864211000001105,,,Watch,Watch
Neomycin,Neomycin,776885003,Neomycin 125mg/5ml oral solution,41952611000001105,O,,Watch,Watch
Neomycin,Neomycin,776885003,Neomycin 500mg tablets,41952711000001101,O,,Watch,Watch
Neomycin,Neomycin,776885003,Neomycin 0.5% eye drops,42193211000001107,,,Watch,Watch
Neomycin,Neomycin,776885003,Neomycin 0.5% eye drops 0.5ml unit dose preservative free,36030611000001103,,,Watch,Watch
Neomycin,Neomycin,776885003,Neomycin 0.5% eye ointment,42193311000001104,,,Watch,Watch
Neomycin,Neomycin,776885003,Neomycin 0.5% cream,14614911000001109,,,Watch,Watch
Neomycin,Neomycin,776885003,Neomycin 100mg/5ml oral solution,12301911000001109,O,,Watch,Watch
Neomycin,Neomycin,776885003,Neomycin 500mg/5ml oral solution,12302011000001102,O,,Watch,Watch
Neomycin,Neomycin + Prednisolone,776889009,Prednisolone 0.5% / Neomycin 0.5% ear/eye drops,42195211000001106,,,Watch,Watch
Neomycin,Hydrocortisone + Neomycin,776254002,Hydrocortisone 1.5% / Neomycin 0.5% ear/eye ointment,42191011000001103,,,Watch,Watch
Neomycin,Hydrocortisone + Neomycin,776254002,Hydrocortisone 1.5% / Neomycin 0.5% ear/eye drops,42190911000001106,,,Watch,Watch
Neomycin,Hydrocortisone + Neomycin,776254002,Hydrocortisone 1% / Neomycin 0.5% cream,41900311000001105,,,Watch,Watch
